Title,Worldwide Earnings,Domestic Earnings,Domestic Percent Earnings,Foreign Earnings,Foreign Percent Earnings,Year
###############################################################################################################################################################################################################################################################,49282156,0,0.0,49282156,100.0,2007
Mr. Brooks,48443734,28549298,58.9,19894436,41.1,2007
The Nanny Diaries,47817020,25930652,54.2,21886368,45.8,2007
Death at a Funeral,46789413,8580428,18.3,38208985,81.7,2007
Freedom Writers,43095175,36605602,84.9,6489573,15.1,2007
The Warlords,42883181,129078,0.3,42754103,99.7,2007
Pokémon: The Rise of Darkrai,42496749,0,0.0,42496749,100.0,2007
Always: Sunset on Third Street 2,42304705,0,0.0,42304705,100.0,2007
Balls of Fury,41739111,32886940,78.8,8852171,21.2,2007
Breach,40953935,33231264,81.1,7722671,18.9,2007
War,40481352,22486409,55.5,17994943,44.5,2007
The Invasion,40170558,15074191,37.5,25096367,62.5,2007
Om Shanti Om,39990809,3597372,9.0,36393437,91.0,2007
Happily N'Ever After,38085778,15589393,40.9,22496385,59.1,2007
The Hills Have Eyes 2,37697773,20804166,55.2,16893607,44.8,2007
Natale in crociera,37350000,0,0.0,37350000,100.0,2007
Becoming Jane,37311672,18670946,50.0,18640726,50.0,2007
Monkey Magic,36745063,0,0.0,36745063,100.0,2007
Sky of Love,36684020,0,0.0,36684020,100.0,2007
Sicko,36093504,24540079,68.0,11553425,32.0,2007
Hostel: Part II,35728183,17609452,49.3,18118731,50.7,2007
Vacancy,35442935,19363565,54.6,16079370,45.4,2007
The Darjeeling Limited,35078918,11902715,33.9,23176203,66.1,2007
Sunshine,34806360,3675753,10.6,31130607,89.4,2007
Assembly,34786960,0,0.0,34786960,100.0,2007
Gone Baby Gone,34612443,20292962,58.6,14319481,41.4,2007
Mr. Woodcock,33683200,25799486,76.6,7883714,23.4,2007
Run Fatboy Run,33478921,6003262,17.9,27475659,82.1,2007
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,32787846,0,0.0,32787846,100.0,2007
Awake,32730062,14377198,43.9,18352864,56.1,2007
88 Minutes,32593385,17213467,52.8,15379918,47.2,2007
REC,32511655,0,0.0,32511655,100.0,2007
Alpha Dog,32351125,15309602,47.3,17041523,52.7,2007
Amazing Grace,32120360,21250683,66.2,10869677,33.8,2007
Hunting and Gathering,31920899,0,0.0,31920899,100.0,2007
The Seeker: The Dark Is Rising,31852619,8794452,27.6,23058167,72.4,2007
Daddy's Little Girls,31609243,31366978,99.2,242265,0.8,2007
Love in the Time of Cholera,31575877,4607608,14.6,26968269,85.4,2007
Welcome,31203567,0,0.0,31203567,100.0,2007
Pathfinder,30984583,10232081,33.0,20752502,67.0,2007
Nancy Drew,30666930,25612520,83.5,5054410,16.5,2007
Death Proof,30663961,0,0.0,30663961,100.0,2007
A Beautiful Wife,30385222,0,0.0,30385222,100.0,2007
The Great Debaters,30236407,30236407,100.0,0,0.0,2007
A Tale of Mari and Three Puppies,30183621,0,0.0,30183621,100.0,2007
Lissi und der wilde Kaiser,29733764,0,0.0,29733764,100.0,2007
The Fox and the Child,29610210,0,0.0,29610210,100.0,2007
In the Valley of Elah,29541790,6777741,22.9,22764049,77.1,2007
Across the Universe,29367143,24343673,82.9,5023470,17.1,2007
St. Trinian's,29067829,0,0.0,29066483,100.0,2007
Manual of Love 2,27833482,0,0.0,27833482,100.0,2007
The Last Mimzy,27308918,21471047,78.6,5837871,21.4,2007
Dororo,27308865,0,0.0,27308865,100.0,2007
Shoot 'Em Up,27122238,12807139,47.2,14315099,52.8,2007
Rendition,27066382,9736045,36.0,17330337,64.0,2007
The Invisible,26810113,20578909,76.8,6231204,23.2,2007
Mongol: The Rise of Genghis Khan,26527510,5705761,21.5,20821749,78.5,2007
Bratz,26013153,10010209,38.5,16002944,61.5,2007
Grindhouse,25422088,25037897,98.5,384191,1.5,2007
The Hitcher,25399945,16472961,64.9,8926984,35.1,2007
The Last Legion,25303038,5933494,23.4,19369544,76.6,2007
Before the Devil Knows You're Dead,25037657,7084227,28.3,17953430,71.7,2007
Georgia Rule,25000167,19103072,76.4,5897095,23.6,2007
Guru,24108727,2096000,8.7,22012727,91.3,2007
Partner,23968620,1062840,4.4,22905780,95.6,2007
Persepolis,22783978,4445756,19.5,18338222,80.5,2007
Cassandra's Dream,22686378,973018,4.3,21713360,95.7,2007
Dead Silence,22382047,16809076,75.1,5572971,24.9,2007
Reign Over Me,22242388,19661987,88.4,2580401,11.6,2007
Waitress,22240529,19074800,85.8,3165729,14.2,2007
Crows Zero,22036607,0,0.0,22036607,100.0,2007
Reno 911!: Miami,22021262,20342161,92.4,1679101,7.6,2007
My Blueberry Nights,22007671,867275,3.9,21140396,96.1,2007
Unfair: The Movie,21914005,0,0.0,21914005,100.0,2007
Like Stars on Earth,21897373,1223869,5.6,20673504,94.4,2007
Chak De! India,21505244,1120404,5.2,20384840,94.8,2007
Arn: The Knight Templar,21287566,0,0.0,21287566,100.0,2007
Penelope,21156270,10011996,47.3,11144274,52.7,2007
Once,20936722,9439923,45.1,11496799,54.9,2007
Le Grand Chef,20794760,0,0.0,20794760,100.0,2007
Walk Hard: The Dewey Cox Story,20577458,18317151,89.0,2259047,11.0,2007
Detective Conan: Jolly Roger in the Deep Azure,20440213,0,0.0,20440213,100.0,2007
The Namesake,20354321,13569248,66.7,6785073,33.3,2007
Evening,20016753,12492481,62.4,7524272,37.6,2007
The Diving Bell and the Butterfly,19780116,6003227,30.3,13776889,69.7,2007
Two Days in Paris,19776159,4433994,22.4,15342165,77.6,2007
Bhool Bhulaiyaa,19073095,1097797,5.8,17975298,94.2,2007
A Mighty Heart,19008745,9176787,48.3,9831958,51.7,2007
The Wild Guys 4,18873863,0,0.0,18873863,100.0,2007
Kitaro,18856642,0,0.0,18856642,100.0,2007
The Counterfeiters,18814713,5488570,29.2,13326143,70.8,2007
Ho voglia di te,18594142,0,0.0,18594142,100.0,2007
Saawariya,18513120,885574,4.8,17627546,95.2,2007
Daddy Day Camp,18197398,13235267,72.7,4962131,27.3,2007
Voice of a Murderer,18160598,0,0.0,18160598,100.0,2007
The Dark Knight,1003845358,533345358,53.1,470500000,46.9,2008
Indiana Jones and the Kingdom of the Crystal Skull,786636033,317101119,40.3,469534914,59.7,2008
Kung Fu Panda,631744560,215434591,34.1,416309969,65.9,2008
Hancock,629443428,227946274,36.2,401497154,63.8,2008
Mamma Mia!,610002542,144290968,23.7,465711574,76.3,2008
Madagascar: Escape 2 Africa,603900354,180010950,29.8,423889404,70.2,2008
Quantum of Solace,589580694,168368427,28.6,421212055,71.4,2008
Iron Man,585366247,318604126,54.4,266762121,45.6,2008
WALL·E,521311860,223808164,42.9,297503696,57.1,2008
The Chronicles of Narnia: Prince Caspian,419665568,141621490,33.7,278044078,66.3,2008
Sex and the City,418765321,152647258,36.5,266118063,63.5,2008
Twilight,407230267,192769854,47.3,214417861,52.7,2008
The Mummy: Tomb of the Dragon Emperor,403449830,102491776,25.4,300958054,74.6,2008
Slumdog Millionaire,378410113,141319928,37.3,237090185,62.7,2008
Wanted,342463063,134508551,39.3,207954512,60.7,2008
The Curious Case of Benjamin Button,335802786,127509326,38.0,208293460,62.0,2008
Bolt,309979994,114053579,36.8,195926415,63.2,2008
Horton Hears a Who!,298572799,154529439,51.8,144043360,48.2,2008
Gran Torino,269958228,148095302,54.9,121862926,45.1,2008
10000 BC,269784201,94784201,35.1,175000000,64.9,2008
The Incredible Hulk,264770996,134806913,50.9,129964083,49.1,2008
Marley & Me,255743093,143153751,56.0,112589342,44.0,2008
High School Musical 3: Senior Year,252909177,90559416,35.8,162349761,64.2,2008
Welcome to the Sticks,245144417,0,0.0,245144417,100.0,2008
Journey to the Center of the Earth,244232688,101704370,41.6,142528318,58.4,2008
The Day the Earth Stood Still,233093859,79366978,34.0,153726881,66.0,2008
Get Smart,230685453,130319208,56.5,100366245,43.5,2008
Taken,226837760,145000989,63.9,81836771,36.1,2008
Jumper,225132113,80172128,35.6,144959985,64.4,2008
Yes Man,223241637,97690976,43.8,125550661,56.2,2008
What Happens in Vegas,219375562,80277646,36.6,139097916,63.4,2008
Bedtime Stories,212874864,110101975,51.7,102772889,48.3,2008
Australia,211788739,49554002,23.4,162233509,76.6,2008
You Don't Mess with the Zohan,204313400,100018837,49.0,104294563,51.0,2008
Ponyo,204171845,15090399,7.4,189081411,92.6,2008
Valkyrie,201545517,83077833,41.2,118467684,58.8,2008
Tropic Thunder,195703047,110515313,56.5,85187498,43.5,2008
Eagle Eye,178767383,101440743,56.7,77326640,43.3,2008
Cloverfield,172394180,80048433,46.4,92345747,53.6,2008
Seven Pounds,169748929,69951824,41.2,99797105,58.8,2008
Hellboy II: The Golden Army,168319243,75986503,45.1,92332740,54.9,2008
The Spiderwick Chronicles,164170327,71195053,43.4,92975274,56.6,2008
Four Christmases,164112721,120146040,73.2,43966681,26.8,2008
Burn After Reading,163728902,60355347,36.9,103373555,63.1,2008
The Happening,163403799,64506874,39.5,98896925,60.5,2008
27 Dresses,162655351,76808654,47.2,85846697,52.8,2008
21,159808370,81159365,50.8,78649005,49.2,2008
Vantage Point,152039882,72266306,47.5,79773576,52.5,2008
Step Up 2: The Streets,150816700,58017783,38.5,92798917,61.5,2008
Beverly Hills Chihuahua,149292488,94514402,63.3,54778086,36.7,2008
Asterix at the Olympic Games,131856927,0,0.0,131856927,100.0,2008
Red Cliff,129708433,627047,0.5,129081386,99.5,2008
The Forbidden Kingdom,128779982,52075270,40.4,76704712,59.6,2008
Step Brothers,128107642,100468793,78.4,27638849,21.6,2008
Body of Lies,115900897,39394666,34.0,76506231,66.0,2008
Saw V,113864059,56746769,49.8,57117290,50.2,2008
Changeling,113398237,35739802,31.5,77658435,68.5,2008
Rambo,113244290,42754105,37.8,70490185,62.2,2008
Fool's Gold,111231041,70231041,63.1,41000000,36.9,2008
Transporter 3,108979549,31715062,29.1,77264487,70.9,2008
The Reader,108902486,34194407,31.4,74708079,68.6,2008
Made of Honor,106407672,46012734,43.2,60394938,56.8,2008
Forgetting Sarah Marshall,105833257,63172463,59.7,42660794,40.3,2008
Pineapple Express,101624843,87341380,85.9,14283463,14.1,2008
Nim's Island,100104565,48006762,48.0,52097803,52.0,2008
Vicky Cristina Barcelona,96409830,23216709,24.1,73192591,75.9,2008
Speed Racer,93945766,43945766,46.8,50000000,53.2,2008
Role Models,92649419,67294270,72.6,25355149,27.4,2008
Max Payne,87066930,40689393,46.7,46377537,53.3,2008
The Tale of Despereaux,86957280,50877145,58.5,36080135,41.5,2008
Meet the Spartans,85897593,38233676,44.5,47663917,55.5,2008
Nights in Rodanthe,84375346,41850659,49.6,42524687,50.4,2008
The Strangers,82410456,52597610,63.8,29812846,36.2,2008
Righteous Kill,78460699,40081410,51.1,38379289,48.9,2008
The Other Boleyn Girl,78199679,26814957,34.3,51384722,65.7,2008
Mirrors,78094714,30691439,39.3,47403275,60.7,2008
Death Race,76014335,36316032,47.8,39698303,52.2,2008
Revolutionary Road,75981180,22911480,30.2,53069700,69.8,2008
Boys Over Flowers: Final,72243609,0,0.0,72243609,100.0,2008
Babylon A.D.,72109200,22532572,31.2,49576628,68.8,2008
Superhero Movie,71538062,25881068,36.2,45656994,63.8,2008
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,70642966,65281781,92.4,5361185,7.6,2008
Departures,70442129,1498210,2.1,68943919,97.9,2008
The House Bunny,70439696,48237389,68.5,22202307,31.5,2008
The X Files: I Want to Believe,69363381,20982478,30.3,48380903,69.7,2008
Star Wars: The Clone Wars,68282844,35161554,51.5,33121290,48.5,2008
Street Kings,66476363,26418667,39.7,40057696,60.3,2008
Space Chimps,65097693,30105968,46.2,34991725,53.8,2008
The Bank Job,64822796,30060660,46.4,34762136,53.6,2008
Baby Mama,64444713,60494212,93.9,3950501,6.1,2008
Inkheart,62803180,17303424,27.6,45499756,72.4,2008
Prom Night,57197876,43869350,76.7,13328526,23.3,2008
Definitely Maybe,55990299,32241649,57.6,23748650,42.4,2008
Suspect X,54846110,0,0.0,54846110,100.0,2008
Milk,54589558,31841299,58.3,22748259,41.7,2008
Untraceable,52933513,28687835,54.2,24245678,45.8,2008
Doubt,51699984,33446470,64.7,18253514,35.3,2008
College Road Trip,51549674,45610425,88.5,5939249,11.5,2008
Meet Dave,51339567,11803254,23.0,39536313,77.0,2008
Defiance,51262751,28644813,55.9,22617938,44.1,2008
The Women,50007546,26902075,53.8,23105471,46.2,2008
Drillbit Taylor,49944325,32862104,65.8,17082221,34.2,2008
CJ7,49529913,207378,0.4,49322535,99.6,2008
The Hurt Locker,49230772,17017811,34.6,32212961,65.4,2008
Shutter,48555306,25928550,53.4,22626756,46.6,2008
Pokémon: Giratina and the Sky Warrior,47511422,0,0.0,47511422,100.0,2008
If You Are the One,45521453,0,0.0,45521453,100.0,2008
The Wrestler,44734660,26238243,58.7,18496417,41.3,2008
Lakeview Terrace,44655002,39263506,87.9,5391496,12.1,2008
The Sisterhood of the Traveling Pants 2,44352417,44089964,99.4,262453,0.6,2008
The Good the Bad the Weird,44261209,128486,0.3,44132723,99.7,2008
Semi0Pro,44004502,33479698,76.1,10524804,23.9,2008
Welcome Home Roscoe Jenkins,43655418,42436517,97.2,1218901,2.8,2008
Harold & Kumar Escape from Guantanamo Bay,43495888,38108728,87.6,5387160,12.4,2008
The Duchess,43343384,13848978,32.0,29494406,68.0,2008
Zack and Miri Make a Porno,42782463,31457946,73.5,11324517,26.5,2008
Bangkok Dangerous,42487390,15298133,36.0,27189257,64.0,2008
Meet the Browns,41975388,41975388,100.0,0,0.0,2008
Scandal Makers,41745790,0,0.0,41745790,100.0,2008
Fly Me to the Moon 3D,41721414,13816982,33.1,27904432,66.9,2008
Never Back Down,41627431,24850922,59.7,16776509,40.3,2008
My Best Friend's Girl,41624687,19219250,46.2,22405437,53.8,2008
Escape Captivity: The Movie,41550983,0,0.0,41550983,100.0,2008
Quarantine,41319906,31691811,76.7,9628095,23.3,2008
Leatherheads,41319039,31373938,75.9,9945101,24.1,2008
The Love Guru,40877556,32235793,78.9,8641763,21.1,2008
The Boy in the Striped Pajamas,40416563,9046156,22.4,31370407,77.6,2008
The Secret Life of Bees,39952437,37770162,94.5,2182275,5.5,2008
The Spirit,39164441,19806188,50.6,19358253,49.4,2008
Admiral,39143985,0,0.0,39143985,100.0,2008
First Sunday,38810311,37931869,97.7,878442,2.3,2008
Ghajini,38316584,2430627,6.3,35885957,93.7,2008
20th Century Boys 1: Beginning of the End,38231562,0,0.0,38231562,100.0,2008
Painted Skin,37579689,0,0.0,37579689,100.0,2008
The Family That Preys,37105289,37105289,100.0,0,0.0,2008
Natale a Rio,36702844,0,0.0,36702844,100.0,2008
The Chaser,36467587,0,0.0,36467587,100.0,2008
The Magic Hour,36023586,0,0.0,36023586,100.0,2008
Death Note: L Change the World,35319632,0,0.0,35319632,100.0,2008
Gomorrah,34861529,1579146,4.5,33282383,95.5,2008
Disaster Movie,34816824,14190901,40.8,20625923,59.2,2008
Nick and Norah's Infinite Playlist,33556631,31487293,93.8,2069338,6.2,2008
Fireproof,33473297,33456317,99.9,16980,0.1,2008
In Bruges,33394440,7800824,23.4,25593616,76.6,2008
Che: Part One,33266274,0,0.0,33266274,100.0,2008
Last Chance Harvey,32566966,14889042,45.7,17677924,54.3,2008
The Wave,32350637,0,0.0,32350637,100.0,2008
Doraemon the Movie: Nobita and the Green Giant Legend,31684949,0,0.0,31684949,100.0,2008
Pride and Glory,31200557,15740721,50.5,15459836,49.5,2008
Igor,30893885,19528602,63.2,11365283,36.8,2008
Be Kind Rewind,30579406,11175164,36.5,19404242,63.5,2008
The Best Movie,30525503,0,0.0,30525503,100.0,2008
Mesrine: Killer Instinct,30503743,0,0.0,30503743,100.0,2008
Rab Ne Bana Di Jodi,29914469,2078956,6.9,27835513,93.1,2008
W.,29560587,25534493,86.4,4026094,13.6,2008
The Class,29303505,3766810,12.9,25536695,87.1,2008
Singh Is King,29169677,2159376,7.4,27010301,92.6,2008
Recep Ivedik,28548025,0,0.0,28548025,100.0,2008
Appaloosa,27712362,20211394,72.9,7500968,27.1,2008
Traitor,27674464,23530831,85.0,4143633,15.0,2008
Frost/Nixon,27426335,18622031,67.9,8804304,32.1,2008
Forever the Moment,27259300,0,0.0,27259300,100.0,2008
Public Enemy 3,27226420,0,0.0,27226420,100.0,2008
Ghost Town,27090159,13367624,49.3,13722535,50.7,2008
The Baader Meinhof Complex,26937355,476270,1.8,26461085,98.2,2008
Jodhaa Akbar,26890354,3440718,12.8,23449636,87.2,2008
Mad Money,26412163,20668843,78.3,5743320,21.7,2008
RocknRolla,25742207,5700626,22.1,20040237,77.8,2008
I'm a Cat Stalker,25221446,0,0.0,25221446,100.0,2008
Race,24503269,1367024,5.6,23136245,94.4,2008
Detroit Metal City,23744571,0,0.0,23744571,100.0,2008
Disco,23524551,0,0.0,23524551,100.0,2008
Paris,23328518,1010194,4.3,22318324,95.7,2008
Under the Same Moon,23313049,12590147,54.0,10722902,46.0,2008
Sorry If I Love You,23249815,0,0.0,23249815,100.0,2008
Detective Conan: Full Score of Fear,22996756,0,0.0,22996756,100.0,2008
Kung Fu Dunk,22945567,0,0.0,22945567,100.0,2008
The Merry Widow,22872698,0,0.0,22872698,100.0,2008
The Ruins,22818256,17432844,76.4,5385412,23.6,2008
U2 3D,22730842,10363341,45.6,12367501,54.4,2008
The Accidental Husband,22707064,0,0.0,22707064,100.0,2008
Paco and the Magical Book,22679633,0,0.0,22679633,100.0,2008
Doomsday,22472631,11008770,49.0,11463861,51.0,2008
I've Loved You So Long,22272176,3169305,14.2,19102871,85.8,2008
A.R.O.G,22212369,0,0.0,22212369,100.0,2008
Ip Man,22108789,0,0.0,22108789,100.0,2008
Wild Child,21972336,0,0.0,21972336,100.0,2008
Grande grosso e... Verdone,21860130,0,0.0,21860130,100.0,2008
The Flight Before Christmas,21822495,0,0.0,21822495,100.0,2008
Over Her Dead Body,21458111,7563670,35.2,13894441,64.8,2008
K020: The Fiend with Twenty Faces,21443265,0,0.0,21443265,100.0,2008
Three Kingdoms,21159916,0,0.0,21159916,100.0,2008
The Divine Weapon,19991573,0,0.0,19991573,100.0,2008
Jaane Tu... Ya Jaane Na,19852786,604037,3.0,19248749,97.0,2008
Blindness,19844979,3351751,16.9,16493228,83.1,2008
Il cosmo sul comò,19494191,0,0.0,19494191,100.0,2008
Lyubov 2 Morkov,19171562,0,0.0,19171562,100.0,2008
How to Lose Friends & Alienate People,19152009,2778752,14.5,16373257,85.5,2008
Avatar,2743577587,749766139,27.3,1993811448,72.7,2009
Harry Potter and the Half0Blood Prince,933959197,301959197,32.3,632000000,67.7,2009
Ice Age: Dawn of the Dinosaurs,886686817,196573705,22.2,690113112,77.8,2009
Transformers: Revenge of the Fallen,836303693,402111870,48.1,434191823,51.9,2009
2012,769679473,166112167,21.6,603567306,78.4,2009
Up,735099082,293004164,39.9,442094918,60.1,2009
The Twilight Saga: New Moon,709827462,296623634,41.8,413203828,58.2,2009
Sherlock Holmes,524028679,209028679,39.9,315000000,60.1,2009
Angels & Demons,485930816,133375846,27.4,352554970,72.6,2009
The Hangover,468812793,277322503,59.2,191490290,40.8,2009
Alvin and the Chipmunks: The Squeakquel,443140005,219614612,49.6,223525393,50.4,2009
Night at the Museum: Battle of the Smithsonian,413106170,177243721,42.9,235862449,57.1,2009
Star Trek,385680446,257730019,66.8,127950427,33.2,2009
Monsters vs. Aliens,381509870,198351526,52.0,183158344,48.0,2009
X0Men Origins: Wolverine,373062864,179883157,48.2,193179707,51.8,2009
Terminator Salvation,371353001,125322469,33.7,246030532,66.3,2009
Fast & Furious,360364265,155064265,43.0,205300000,57.0,2009
Prince of Persia: The Sands of Time,336365676,90759676,27.0,245606000,73.0,2009
A Christmas Carol,325286646,137855863,42.4,187430783,57.6,2009
Inglourious Basterds,321455689,120540719,37.5,200914970,62.5,2009
The Proposal,317375031,163958031,51.7,153417000,48.3,2009
The Blind Side,309208309,255959475,82.8,53248834,17.2,2009
G.I. Joe: The Rise of Cobra,302469017,150201498,49.7,152267519,50.3,2009
G0Force,292817841,119436770,40.8,173381071,59.2,2009
This Is It,267983588,72091016,26.9,195892572,73.1,2009
The Princess and the Frog,267045765,104400899,39.1,162644866,60.9,2009
Cloudy with a Chance of Meatballs,243006126,124870275,51.4,118135851,48.6,2009
It's Complicated,219103655,112735375,51.5,106368280,48.5,2009
Public Enemies,214104620,97104620,45.4,117000000,54.6,2009
District 9,210888950,115646235,54.8,95242715,45.2,2009
The Ugly Truth,205298907,88915214,43.3,116383693,56.7,2009
Paranormal Activity,193355800,107918810,55.8,85436990,44.2,2009
The Final Destination,186167139,66477700,35.7,119689439,64.3,2009
Watchmen,185382813,107509799,58.0,77873014,42.0,2009
Paul Blart: Mall Cop,183348429,146336178,79.8,37012251,20.2,2009
He's Just Not That Into You,178866158,93953653,52.5,84912505,47.5,2009
Couples Retreat,171844840,109204945,63.5,62639895,36.5,2009
Up in the Air,166842739,83823381,50.2,83019358,49.8,2009
